hr,atemp,workingday,season_summer,mnth,hum,season_winter,weathersit_light rain
3,0.2273,1,0,1,0.64,1,0
4,0.197,1,0,1,0.59,1,0
5,0.1667,1,0,1,0.64,1,0
6,0.1364,1,0,1,0.69,1,0
7,0.1364,1,0,1,0.64,1,0
8,0.1364,1,0,1,0.59,1,0
9,0.1364,1,0,1,0.59,1,0
10,0.1515,1,0,1,0.59,1,0
11,0.1515,1,0,1,0.59,1,0
12,0.2121,1,0,1,0.55,1,0
13,0.2273,1,0,1,0.59,1,0
14,0.197,1,0,1,0.55,1,0
15,0.1818,1,0,1,0.59,1,0
16,0.1818,1,0,1,0.56,1,0
17,0.1515,1,0,1,0.59,1,0
18,0.1515,1,0,1,0.55,1,0
19,0.3182,1,0,1,0.61,1,0
20,0.1667,1,0,1,0.59,1,1
21,0.197,1,0,1,0.59,1,1
22,0.1818,1,0,1,0.59,1,0
23,0.197,1,0,1,0.64,1,0
0,0.1818,1,0,2,0.64,1,0
1,0.1818,1,0,2,0.69,1,0
2,0.2273,1,0,2,0.69,1,0
3,0.2273,1,0,2,0.69,1,0
5,0.2121,1,0,2,0.93,1,1
6,0.2121,1,0,2,0.93,1,1
7,0.2273,1,0,2,0.93,1,1
8,0.2273,1,0,2,0.93,1,1
9,0.2273,1,0,2,0.93,1,0
10,0.2273,1,0,2,0.93,1,0
11,0.2424,1,0,2,0.86,1,0
12,0.2576,1,0,2,0.86,1,0
13,0.2576,1,0,2,0.86,1,0
14,0.2576,1,0,2,0.8,1,0
15,0.2879,1,0,2,0.75,1,0
16,0.2424,1,0,2,0.75,1,0
17,0.2879,1,0,2,0.75,1,0
18,0.2576,1,0,2,0.81,1,0
19,0.2424,1,0,2,0.81,1,0
20,0.2273,1,0,2,0.87,1,0
21,0.2273,1,0,2,0.87,1,0
22,0.2576,1,0,2,0.87,1,0
23,0.197,1,0,2,0.93,1,1
0,0.2424,1,0,2,0.93,1,1
1,0.2273,1,0,2,0.93,1,1
2,0.2273,1,0,2,0.93,1,1
3,0.2273,1,0,2,0.93,1,1
4,0.2121,1,0,2,0.93,1,1
5,0.2424,1,0,2,0.93,1,1
6,0.2424,1,0,2,0.93,1,1
7,0.2121,1,0,2,0.93,1,1
8,0.2121,1,0,2,0.93,1,1
9,0.2576,1,0,2,0.93,1,0
10,0.2727,1,0,2,1.0,1,0
11,0.2273,1,0,2,0.93,1,0
12,0.2273,1,0,2,0.93,1,0
13,0.3333,1,0,2,0.93,1,0
14,0.3939,1,0,2,0.82,1,0
15,0.3939,1,0,2,0.76,1,0
16,0.3333,1,0,2,0.71,1,0
17,0.3182,1,0,2,0.53,1,0
18,0.2879,1,0,2,0.42,1,0
19,0.2424,1,0,2,0.45,1,0
20,0.197,1,0,2,0.48,1,0
21,0.197,1,0,2,0.47,1,0
22,0.2121,1,0,2,0.44,1,0
23,0.1667,1,0,2,0.44,1,0
0,0.1667,1,0,2,0.4,1,0
1,0.1515,1,0,2,0.44,1,0
2,0.1667,1,0,2,0.43,1,0
3,0.1667,1,0,2,0.43,1,0
5,0.1364,1,0,2,0.5,1,0
6,0.1364,1,0,2,0.43,1,0
7,0.1212,1,0,2,0.5,1,0
8,0.1212,1,0,2,0.5,1,0
9,0.1364,1,0,2,0.47,1,0
10,0.1515,1,0,2,0.43,1,0
11,0.1364,1,0,2,0.43,1,0
12,0.1818,1,0,2,0.4,1,0
13,0.1667,1,0,2,0.4,1,0
14,0.197,1,0,2,0.37,1,0
15,0.197,1,0,2,0.37,1,0
16,0.2121,1,0,2,0.37,1,0
17,0.197,1,0,2,0.4,1,0
18,0.2121,1,0,2,0.4,1,0
19,0.2576,1,0,2,0.4,1,0
20,0.2273,1,0,2,0.47,1,0
21,0.2121,1,0,2,0.55,1,0
22,0.2121,1,0,2,0.51,1,0
23,0.2273,1,0,2,0.47,1,0
0,0.2576,1,0,2,0.44,1,0
1,0.2273,1,0,2,0.59,1,0
2,0.1667,1,0,2,0.63,1,0
3,0.1667,1,0,2,0.63,1,0
5,0.1515,1,0,2,0.63,1,0
6,0.2273,1,0,2,0.55,1,0
7,0.2121,1,0,2,0.59,1,0
8,0.1515,1,0,2,0.74,1,0
9,0.1818,1,0,2,0.8,1,0
10,0.2121,1,0,2,0.51,1,0
11,0.2273,1,0,2,0.51,1,0
12,0.2424,1,0,2,0.48,1,0
13,0.2576,1,0,2,0.5,1,0
14,0.2727,1,0,2,0.45,1,0
15,0.2727,1,0,2,0.48,1,0
16,0.2879,1,0,2,0.42,1,0
17,0.2727,1,0,2,0.56,1,0
18,0.2576,1,0,2,0.6,1,0
19,0.2424,1,0,2,0.65,1,0
20,0.2424,1,0,2,0.65,1,0
21,0.2424,1,0,2,0.7,1,0
22,0.2424,1,0,2,0.65,1,0
23,0.2424,1,0,2,0.7,1,0
0,0.2424,0,0,2,0.7,1,0
1,0.2424,0,0,2,0.65,1,0
2,0.2424,0,0,2,0.75,1,0
3,0.2424,0,0,2,0.75,1,0
4,0.2273,0,0,2,0.93,1,1
5,0.2273,0,0,2,1.0,1,1
6,0.2576,0,0,2,1.0,1,1
7,0.2576,0,0,2,0.93,1,1
8,0.2273,0,0,2,1.0,1,1
9,0.2273,0,0,2,1.0,1,1
10,0.2121,0,0,2,1.0,1,1
11,0.2273,0,0,2,1.0,1,1
12,0.2273,0,0,2,1.0,1,1
13,0.2273,0,0,2,1.0,1,1
14,0.2727,0,0,2,1.0,1,1
15,0.2727,0,0,2,1.0,1,1
16,0.2273,0,0,2,1.0,1,1
17,0.2121,0,0,2,1.0,1,0
18,0.2424,0,0,2,0.93,1,0
19,0.2424,0,0,2,0.93,1,0
20,0.2879,0,0,2,0.87,1,0
21,0.2576,0,0,2,1.0,1,0
22,0.2727,0,0,2,0.93,1,0
23,0.2576,0,0,2,0.93,1,0
0,0.2576,0,0,2,0.7,1,0
1,0.2273,0,0,2,0.65,1,0
2,0.2273,0,0,2,0.6,1,0
3,0.2879,0,0,2,0.6,1,0
4,0.2273,0,0,2,0.6,1,0
5,0.2576,0,0,2,0.6,1,0
6,0.2576,0,0,2,0.6,1,0
7,0.2424,0,0,2,0.65,1,0
8,0.2576,0,0,2,0.65,1,0
9,0.2879,0,0,2,0.56,1,0
10,0.2879,0,0,2,0.52,1,0
11,0.303,0,0,2,0.49,1,0
12,0.3333,0,0,2,0.46,1,0
13,0.3636,0,0,2,0.46,1,0
14,0.3485,0,0,2,0.46,1,0
15,0.3485,0,0,2,0.46,1,0
16,0.3485,0,0,2,0.49,1,0
17,0.3636,0,0,2,0.46,1,0
18,0.303,0,0,2,0.56,1,0
19,0.2879,0,0,2,0.61,1,0
20,0.2879,0,0,2,0.61,1,0
21,0.303,0,0,2,0.6,1,0
22,0.303,0,0,2,0.6,1,0
23,0.2879,0,0,2,0.65,1,0
0,0.2879,1,0,2,0.65,1,0
1,0.2727,1,0,2,0.75,1,0
2,0.2576,1,0,2,0.8,1,0
3,0.2576,1,0,2,0.86,1,0
4,0.2576,1,0,2,0.86,1,0
5,0.2576,1,0,2,0.86,1,0
6,0.2424,1,0,2,0.93,1,0
7,0.2424,1,0,2,0.86,1,0
8,0.2273,1,0,2,1.0,1,0
9,0.2727,1,0,2,0.8,1,0
10,0.2576,1,0,2,0.75,1,0
11,0.3182,1,0,2,0.65,1,0
12,0.3485,1,0,2,0.62,1,0
13,0.3636,1,0,2,0.57,1,0
14,0.3636,1,0,2,0.57,1,0
15,0.3939,1,0,2,0.54,1,0
16,0.3485,1,0,2,0.57,1,0
17,0.3182,1,0,2,0.7,1,0
18,0.3333,1,0,2,0.66,1,0
19,0.3485,1,0,2,0.7,1,0
20,0.3333,1,0,2,0.7,1,0
21,0.3485,1,0,2,0.7,1,0
22,0.303,1,0,2,0.81,1,0
23,0.3333,1,0,2,0.81,1,0
0,0.3182,1,0,2,0.87,1,0
1,0.3182,1,0,2,0.87,1,0
2,0.2727,1,0,2,0.93,1,0
3,0.2727,1,0,2,0.93,1,1
4,0.2576,1,0,2,0.93,1,0
5,0.2273,1,0,2,0.81,1,0
6,0.2273,1,0,2,0.7,1,0
7,0.197,1,0,2,0.65,1,0
8,0.197,1,0,2,0.56,1,0
9,0.197,1,0,2,0.52,1,0
10,0.1818,1,0,2,0.47,1,0
11,0.1818,1,0,2,0.47,1,0
12,0.197,1,0,2,0.38,1,0
13,0.197,1,0,2,0.32,1,0
14,0.197,1,0,2,0.37,1,0
15,0.197,1,0,2,0.35,1,0
16,0.1818,1,0,2,0.35,1,0
17,0.1818,1,0,2,0.32,1,0
18,0.1818,1,0,2,0.32,1,0
19,0.1212,1,0,2,0.4,1,0
20,0.1364,1,0,2,0.4,1,0
21,0.1061,1,0,2,0.33,1,0
22,0.1061,1,0,2,0.33,1,0
23,0.1061,1,0,2,0.33,1,0
0,0.0758,1,0,2,0.36,1,0
1,0.1061,1,0,2,0.36,1,0
2,0.0758,1,0,2,0.38,1,0
3,0.0758,1,0,2,0.45,1,0
5,0.1061,1,0,2,0.45,1,0
6,0.1515,1,0,2,0.45,1,0
7,0.1061,1,0,2,0.49,1,0
8,0.1364,1,0,2,0.42,1,0
9,0.1364,1,0,2,0.39,1,0
10,0.1818,1,0,2,0.36,1,0
11,0.1515,1,0,2,0.43,1,0
12,0.1818,1,0,2,0.4,1,0
13,0.1667,1,0,2,0.4,1,0
14,0.1818,1,0,2,0.34,1,0
15,0.1818,1,0,2,0.34,1,0
16,0.197,1,0,2,0.37,1,0
17,0.197,1,0,2,0.34,1,0
18,0.1667,1,0,2,0.47,1,0
19,0.1212,1,0,2,0.86,1,1
20,0.1515,1,0,2,0.86,1,1
21,0.1515,1,0,2,0.86,1,0
22,0.1667,1,0,2,0.8,1,1
23,0.1515,1,0,2,0.8,1,1
0,0.1364,1,0,2,0.86,1,1
1,0.1515,1,0,2,0.8,1,1
2,0.1515,1,0,2,0.8,1,1
4,0.1364,1,0,2,0.59,1,0
5,0.1212,1,0,2,0.5,1,0
6,0.1212,1,0,2,0.54,1,0
7,0.0758,1,0,2,0.5,1,0
8,0.0758,1,0,2,0.49,1,0
9,0.1061,1,0,2,0.42,1,0
10,0.1061,1,0,2,0.42,1,0
11,0.1212,1,0,2,0.39,1,0
12,0.1364,1,0,2,0.34,1,0
13,0.1667,1,0,2,0.29,1,0
14,0.1818,1,0,2,0.27,1,0
15,0.197,1,0,2,0.25,1,0
16,0.1818,1,0,2,0.27,1,0
17,0.1818,1,0,2,0.26,1,0
18,0.1818,1,0,2,0.28,1,0
19,0.1667,1,0,2,0.28,1,0
20,0.1818,1,0,2,0.31,1,0
21,0.2121,1,0,2,0.39,1,0
22,0.197,1,0,2,0.39,1,0
23,0.1515,1,0,2,0.42,1,0
0,0.1364,1,0,2,0.49,1,0
1,0.1364,1,0,2,0.54,1,0
2,0.1364,1,0,2,0.54,1,0
5,0.1212,1,0,2,0.63,1,0
6,0.1818,1,0,2,0.68,1,0
7,0.1667,1,0,2,0.73,1,0
8,0.1212,1,0,2,0.74,1,0
9,0.1212,1,0,2,0.74,1,0
10,0.1364,1,0,2,0.69,1,0
11,0.2273,1,0,2,0.47,1,0
12,0.2273,1,0,2,0.47,1,0
13,0.2273,1,0,2,0.35,1,0
14,0.2879,1,0,2,0.26,1,0
15,0.3182,1,0,2,0.21,1,0
16,0.2879,1,0,2,0.28,1,0
17,0.3333,1,0,2,0.24,1,0
18,0.3182,1,0,2,0.28,1,0
19,0.303,1,0,2,0.33,1,0
20,0.2273,1,0,2,0.55,1,0
21,0.2121,1,0,2,0.59,1,0
22,0.2273,1,0,2,0.64,1,0
23,0.2424,1,0,2,0.69,1,0
0,0.197,0,0,2,0.69,1,0
1,0.2121,0,0,2,0.86,1,0
2,0.2121,0,0,2,0.8,1,0
3,0.197,0,0,2,0.8,1,0
4,0.1667,0,0,2,0.74,1,0
5,0.1667,0,0,2,0.74,1,0
6,0.1364,0,0,2,0.93,1,0
7,0.1515,0,0,2,0.8,1,0
8,0.1515,0,0,2,0.86,1,0
9,0.1818,0,0,2,0.64,1,0
10,0.2121,0,0,2,0.41,1,0
11,0.2727,0,0,2,0.28,1,0
12,0.2727,0,0,2,0.39,1,0
13,0.2727,0,0,2,0.39,1,0
14,0.3182,0,0,2,0.31,1,0
15,0.303,0,0,2,0.29,1,0
16,0.303,0,0,2,0.29,1,0
17,0.2879,0,0,2,0.31,1,0
18,0.2576,0,0,2,0.38,1,0
19,0.2727,0,0,2,0.38,1,0
20,0.2576,0,0,2,0.41,1,0
21,0.303,0,0,2,0.41,1,0
22,0.2576,0,0,2,0.44,1,0
23,0.2273,0,0,2,0.51,1,0
0,0.2273,0,0,2,0.64,1,0
1,0.2273,0,0,2,0.59,1,0
2,0.2273,0,0,2,0.75,1,0
3,0.2273,0,0,2,0.69,1,0
4,0.2121,0,0,2,0.69,1,0
6,0.2121,0,0,2,0.69,1,0
7,0.2727,0,0,2,0.55,1,0
8,0.2273,0,0,2,0.64,1,0
9,0.2273,0,0,2,0.6,1,0
10,0.2727,0,0,2,0.45,1,0
11,0.2879,0,0,2,0.39,1,0
12,0.3182,0,0,2,0.32,1,0
13,0.3939,0,0,2,0.29,1,0
14,0.4091,0,0,2,0.3,1,0
15,0.4091,0,0,2,0.3,1,0
16,0.4242,0,0,2,0.28,1,0
17,0.4242,0,0,2,0.28,1,0
18,0.4091,0,0,2,0.32,1,0
19,0.4091,0,0,2,0.35,1,0
20,0.4091,0,0,2,0.35,1,0
21,0.4091,0,0,2,0.35,1,0
22,0.4091,0,0,2,0.35,1,0
23,0.4091,0,0,2,0.35,1,0
0,0.3939,1,0,2,0.37,1,0
1,0.3939,1,0,2,0.37,1,0
2,0.3333,1,0,2,0.4,1,0
3,0.3182,1,0,2,0.46,1,0
4,0.303,1,0,2,0.53,1,0
5,0.303,1,0,2,0.53,1,0
6,0.303,1,0,2,0.46,1,0
7,0.303,1,0,2,0.46,1,0
8,0.3939,1,0,2,0.4,1,0
9,0.4091,1,0,2,0.37,1,0
10,0.4394,1,0,2,0.33,1,0
11,0.5,1,0,2,0.23,1,0
12,0.5303,1,0,2,0.22,1,0
13,0.5455,1,0,2,0.19,1,0
14,0.5909,1,0,2,0.15,1,0
15,0.5303,1,0,2,0.21,1,0
16,0.5,1,0,2,0.27,1,0
17,0.4545,1,0,2,0.33,1,0
18,0.4091,1,0,2,0.4,1,0
19,0.3939,1,0,2,0.43,1,0
20,0.3182,1,0,2,0.46,1,0
21,0.3182,1,0,2,0.5,1,0
22,0.2879,1,0,2,0.46,1,0
23,0.2879,1,0,2,0.49,1,0
0,0.2727,1,0,2,0.49,1,0
1,0.2424,1,0,2,0.42,1,0
2,0.2273,1,0,2,0.41,1,0
4,0.1818,1,0,2,0.37,1,0
5,0.1818,1,0,2,0.32,1,0
6,0.1818,1,0,2,0.32,1,0
7,0.1818,1,0,2,0.32,1,0
8,0.1818,1,0,2,0.32,1,0
9,0.197,1,0,2,0.29,1,0
10,0.2121,1,0,2,0.27,1,0
11,0.2424,1,0,2,0.25,1,0
12,0.2727,1,0,2,0.24,1,0
13,0.303,1,0,2,0.21,1,0
14,0.3182,1,0,2,0.19,1,0
15,0.3333,1,0,2,0.19,1,0
16,0.3182,1,0,2,0.19,1,0
17,0.303,1,0,2,0.22,1,0
18,0.303,1,0,2,0.22,1,0
19,0.2879,1,0,2,0.26,1,0
20,0.2727,1,0,2,0.33,1,0
21,0.2879,1,0,2,0.52,1,0
22,0.2879,1,0,2,0.44,1,0
23,0.2576,1,0,2,0.44,1,0
0,0.2576,1,0,2,0.41,1,0
1,0.2273,1,0,2,0.44,1,0
3,0.197,1,0,2,0.47,1,0
4,0.197,1,0,2,0.51,1,0
5,0.197,1,0,2,0.47,1,0
6,0.197,1,0,2,0.55,1,0
7,0.197,1,0,2,0.55,1,0
8,0.2273,1,0,2,0.55,1,0
9,0.2121,1,0,2,0.52,1,0
10,0.2273,1,0,2,0.41,1,0
11,0.303,1,0,2,0.34,1,0
12,0.3939,1,0,2,0.32,1,0
13,0.4242,1,0,2,0.3,1,0
14,0.4545,1,0,2,0.28,1,0
15,0.4545,1,0,2,0.28,1,0
16,0.4545,1,0,2,0.31,1,0
17,0.4545,1,0,2,0.28,1,0
18,0.4091,1,0,2,0.4,1,0
19,0.3182,1,0,2,0.53,1,0
20,0.3939,1,0,2,0.43,1,0
21,0.3485,1,0,2,0.46,1,0
22,0.3333,1,0,2,0.53,1,0
23,0.3939,1,0,2,0.4,1,0
0,0.3333,1,0,2,0.53,1,0
1,0.3182,1,0,2,0.53,1,0
2,0.3182,1,0,2,0.53,1,0
3,0.3333,1,0,2,0.53,1,0
4,0.3182,1,0,2,0.57,1,0
5,0.3333,1,0,2,0.66,1,0
6,0.303,1,0,2,0.7,1,0
7,0.3333,1,0,2,0.57,1,0
8,0.3333,1,0,2,0.57,1,0
9,0.3485,1,0,2,0.57,1,0
10,0.3939,1,0,2,0.54,1,0
11,0.4394,1,0,2,0.44,1,0
12,0.4697,1,0,2,0.41,1,0
13,0.5152,1,0,2,0.34,1,0
14,0.6212,1,0,2,0.31,1,0
15,0.6061,1,0,2,0.28,1,0
16,0.5303,1,0,2,0.35,1,0
17,0.5455,1,0,2,0.32,1,0
18,0.5152,1,0,2,0.42,1,0
19,0.4697,1,0,2,0.55,1,0
20,0.4697,1,0,2,0.59,1,0
21,0.5,1,0,2,0.55,1,0
22,0.4848,1,0,2,0.59,1,0
23,0.4545,1,0,2,0.67,1,0
0,0.4394,1,0,2,0.72,1,0
1,0.4394,1,0,2,0.72,1,0
2,0.4394,1,0,2,0.72,1,0
3,0.4545,1,0,2,0.67,1,0
4,0.4545,1,0,2,0.67,1,0
5,0.4545,1,0,2,0.67,1,0
6,0.4394,1,0,2,0.72,1,0
7,0.4242,1,0,2,0.77,1,0
8,0.4242,1,0,2,0.77,1,0
9,0.4242,1,0,2,0.77,1,0
10,0.4394,1,0,2,0.72,1,0
11,0.4394,1,0,2,0.72,1,0
12,0.4848,1,0,2,0.59,1,0
13,0.6212,1,0,2,0.43,1,0
14,0.6212,1,0,2,0.36,1,0
15,0.6212,1,0,2,0.36,1,0
16,0.6212,1,0,2,0.36,1,0
17,0.6212,1,0,2,0.34,1,0
18,0.6212,1,0,2,0.33,1,0
19,0.6212,1,0,2,0.29,1,0
20,0.6212,1,0,2,0.31,1,0
21,0.5455,1,0,2,0.21,1,0
22,0.5152,1,0,2,0.1,1,0
23,0.5,1,0,2,0.08,1,0
0,0.4697,0,0,2,0.12,1,0
1,0.4545,0,0,2,0.14,1,0
2,0.4394,0,0,2,0.13,1,0
3,0.4242,0,0,2,0.14,1,0
4,0.4091,0,0,2,0.15,1,0
5,0.4091,0,0,2,0.15,1,0
6,0.4091,0,0,2,0.17,1,0
7,0.3939,0,0,2,0.17,1,0
8,0.3939,0,0,2,0.17,1,0
9,0.4091,0,0,2,0.16,1,0
10,0.4242,0,0,2,0.16,1,0
11,0.4394,0,0,2,0.16,1,0
12,0.4394,0,0,2,0.18,1,0
13,0.4394,0,0,2,0.16,1,0
14,0.4545,0,0,2,0.15,1,0
15,0.4394,0,0,2,0.16,1,0
16,0.4394,0,0,2,0.16,1,0
17,0.4242,0,0,2,0.19,1,0
18,0.3182,0,0,2,0.25,1,0
19,0.303,0,0,2,0.29,1,0
20,0.2879,0,0,2,0.28,1,0
21,0.2727,0,0,2,0.26,1,0
22,0.2576,0,0,2,0.28,1,0
23,0.2424,0,0,2,0.33,1,0
0,0.2121,0,0,2,0.35,1,0
1,0.197,0,0,2,0.41,1,0
2,0.197,0,0,2,0.41,1,0
3,0.1818,0,0,2,0.44,1,0
4,0.1818,0,0,2,0.44,1,0
6,0.1818,0,0,2,0.47,1,0
7,0.1667,0,0,2,0.51,1,0
8,0.2273,0,0,2,0.51,1,0
9,0.2121,0,0,2,0.47,1,0
10,0.2576,0,0,2,0.41,1,0
11,0.303,0,0,2,0.33,1,0
12,0.3182,0,0,2,0.33,1,0
13,0.3333,0,0,2,0.29,1,0
14,0.3485,0,0,2,0.27,1,0
15,0.3636,0,0,2,0.27,1,0
16,0.3636,0,0,2,0.29,1,0
17,0.3485,0,0,2,0.33,1,0
18,0.3333,0,0,2,0.36,1,0
19,0.3333,0,0,2,0.36,1,0
20,0.3636,0,0,2,0.42,1,0
21,0.3485,0,0,2,0.53,1,0
22,0.303,0,0,2,0.57,1,0
23,0.303,0,0,2,0.61,1,0
0,0.303,0,0,2,0.42,1,0
1,0.303,0,0,2,0.42,1,0
2,0.303,0,0,2,0.42,1,0
3,0.303,0,0,2,0.42,1,0
4,0.3182,0,0,2,0.45,1,0
5,0.3636,0,0,2,0.36,1,0
6,0.4242,0,0,2,0.26,1,0
7,0.4242,0,0,2,0.26,1,0
8,0.303,0,0,2,0.57,1,0
9,0.303,0,0,2,0.57,1,0
10,0.303,0,0,2,0.57,1,0
11,0.3333,0,0,2,0.57,1,0
12,0.3182,0,0,2,0.66,1,0
13,0.2727,0,0,2,0.81,1,1
14,0.303,0,0,2,0.76,1,0
15,0.2727,0,0,2,0.7,1,0
16,0.2424,0,0,2,0.75,1,1
17,0.2576,0,0,2,0.75,1,0
18,0.2121,0,0,2,0.87,1,0
19,0.2121,0,0,2,0.87,1,0
20,0.2121,0,0,2,0.81,1,1
21,0.197,0,0,2,0.75,1,1
22,0.1667,0,0,2,0.75,1,1
23,0.1667,0,0,2,0.75,1,1
6,0.1212,1,0,2,0.8,1,0
7,0.1212,1,0,2,0.8,1,0
8,0.1212,1,0,2,0.8,1,0
9,0.1212,1,0,2,0.74,1,0
10,0.1818,1,0,2,0.69,1,0
11,0.2273,1,0,2,0.64,1,0
12,0.2273,1,0,2,0.59,1,0
13,0.2273,1,0,2,0.55,1,0
14,0.2273,1,0,2,0.55,1,0
15,0.2273,1,0,2,0.48,1,0
16,0.2273,1,0,2,0.51,1,0
17,0.2121,1,0,2,0.51,1,0
18,0.2273,1,0,2,0.47,1,0
19,0.1818,1,0,2,0.47,1,0
20,0.197,1,0,2,0.47,1,0
21,0.197,1,0,2,0.47,1,0
22,0.1515,1,0,2,0.43,1,0
23,0.1515,1,0,2,0.43,1,0
0,0.1364,1,0,2,0.5,1,0
1,0.1515,1,0,2,0.46,1,0
2,0.1515,1,0,2,0.5,1,0
3,0.1364,1,0,2,0.5,1,0
5,0.1515,1,0,2,0.5,1,0
6,0.1515,1,0,2,0.5,1,0
7,0.1515,1,0,2,0.54,1,0
8,0.1515,1,0,2,0.54,1,0
9,0.2121,1,0,2,0.51,1,0
10,0.2576,1,0,2,0.4,1,0
11,0.2576,1,0,2,0.41,1,0
12,0.2879,1,0,2,0.35,1,0
13,0.3182,1,0,2,0.28,1,0
14,0.3333,1,0,2,0.29,1,0
15,0.3485,1,0,2,0.25,1,0
16,0.3636,1,0,2,0.25,1,0
17,0.3485,1,0,2,0.25,1,0
18,0.3333,1,0,2,0.26,1,0
19,0.3333,1,0,2,0.33,1,0
20,0.2424,1,0,2,0.6,1,0
21,0.2879,1,0,2,0.48,1,0
22,0.2879,1,0,2,0.48,1,0
23,0.2576,1,0,2,0.55,1,0
0,0.2576,1,0,2,0.55,1,0
1,0.2576,1,0,2,0.6,1,0
2,0.2273,1,0,2,0.64,1,0
3,0.2121,1,0,2,0.64,1,0
5,0.2121,1,0,2,0.69,1,0
6,0.197,1,0,2,0.69,1,0
7,0.197,1,0,2,0.72,1,0
8,0.2273,1,0,2,0.7,1,0
9,0.2121,1,0,2,0.75,1,0
10,0.2424,1,0,2,0.7,1,0
11,0.2879,1,0,2,0.57,1,0
12,0.3333,1,0,2,0.53,1,0
13,0.3939,1,0,2,0.54,1,0
14,0.4091,1,0,2,0.5,1,0
15,0.4091,1,0,2,0.54,1,1
16,0.3939,1,0,2,0.62,1,1
17,0.3485,1,0,2,0.66,1,1
18,0.303,1,0,2,0.87,1,0
19,0.303,1,0,2,0.93,1,1
20,0.303,1,0,2,0.93,1,0
21,0.303,1,0,2,0.87,1,0
22,0.3182,1,0,2,0.87,1,1
23,0.303,1,0,2,0.93,1,0
0,0.3485,1,0,2,0.93,1,1
1,0.3485,1,0,2,1.0,1,0
2,0.3485,1,0,2,1.0,1,0
3,0.3333,1,0,2,0.93,1,0
5,0.3333,1,0,2,0.93,1,0
6,0.3485,1,0,2,0.93,1,1
7,0.3333,1,0,2,1.0,1,1
8,0.3485,1,0,2,0.93,1,1
9,0.303,1,0,2,0.93,1,1
10,0.4242,1,0,2,0.94,1,1
11,0.5,1,0,2,0.77,1,0
12,0.5152,1,0,2,0.6,1,1
13,0.5152,1,0,2,0.6,1,1
14,0.5303,1,0,2,0.56,1,1
15,0.4545,1,0,2,0.41,1,0
16,0.2879,1,0,2,0.49,1,0
17,0.2727,1,0,2,0.49,1,0
18,0.2879,1,0,2,0.49,1,0
19,0.2727,1,0,2,0.52,1,0
20,0.2576,1,0,2,0.49,1,0
21,0.2576,1,0,2,0.48,1,0
22,0.2121,1,0,2,0.48,1,0
23,0.2273,1,0,2,0.48,1,0
0,0.2273,0,0,2,0.52,1,0
1,0.2121,0,0,2,0.52,1,0
2,0.197,0,0,2,0.6,1,0
3,0.2273,0,0,2,0.55,1,0
4,0.2576,0,0,2,0.6,1,0
5,0.2424,0,0,2,0.64,1,0
6,0.2727,0,0,2,0.6,1,0
7,0.2576,0,0,2,0.6,1,0
8,0.2879,0,0,2,0.6,1,0
9,0.2576,0,0,2,0.56,1,0
10,0.303,0,0,2,0.49,1,0
11,0.3333,0,0,2,0.45,1,0
12,0.3182,0,0,2,0.45,1,0
13,0.3182,0,0,2,0.42,1,0
14,0.303,0,0,2,0.36,1,0
15,0.3333,0,0,2,0.4,1,0
16,0.3333,0,0,2,0.46,1,0
17,0.3485,0,0,2,0.43,1,0
18,0.3333,0,0,2,0.46,1,0
19,0.303,0,0,2,0.49,1,0
20,0.303,0,0,2,0.56,1,0
21,0.2727,0,0,2,0.65,1,0
22,0.2727,0,0,2,0.75,1,0
23,0.2576,0,0,2,0.75,1,0
0,0.2424,0,0,2,0.87,1,0
1,0.2576,0,0,2,0.87,1,0
2,0.2727,0,0,2,0.87,1,0
3,0.2879,0,0,2,0.87,1,0
4,0.2424,0,0,2,0.87,1,0
6,0.2879,0,0,2,0.87,1,0
7,0.2424,0,0,2,0.87,1,0
8,0.303,0,0,2,0.87,1,0
9,0.303,0,0,2,0.87,1,0
10,0.303,0,0,2,0.81,1,0
11,0.3485,0,0,2,0.62,1,0
12,0.4091,0,0,2,0.54,1,0
13,0.4242,0,0,2,0.47,1,0
14,0.4394,0,0,2,0.47,1,0
15,0.4545,0,0,2,0.44,1,0
16,0.4697,0,0,2,0.44,1,0
17,0.4242,0,0,2,0.54,1,0
18,0.4091,0,0,2,0.54,1,0
19,0.4091,0,0,2,0.54,1,0
20,0.4091,0,0,2,0.54,1,0
21,0.3939,0,0,2,0.62,1,0
22,0.3939,0,0,2,0.62,1,0
23,0.3485,0,0,2,0.62,1,0
0,0.3636,1,0,2,0.66,1,0
1,0.303,1,0,2,0.87,1,1
3,0.3182,1,0,2,0.93,1,1
5,0.3636,1,0,2,0.93,1,0
6,0.3485,1,0,2,0.96,1,0
7,0.3636,1,0,2,0.93,1,0
8,0.303,1,0,2,0.93,1,0
9,0.4242,1,0,2,0.82,1,0
10,0.5,1,0,2,0.72,1,0
11,0.5303,1,0,2,0.64,1,0
12,0.5303,1,0,2,0.64,1,0
13,0.4545,1,0,2,0.94,1,1
14,0.4242,1,0,2,1.0,1,1
15,0.4242,1,0,2,1.0,1,1
16,0.4242,1,0,2,1.0,1,1
17,0.4091,1,0,2,1.0,1,1
18,0.4545,1,0,2,0.94,1,1
19,0.4394,1,0,2,0.88,1,1
20,0.4394,1,0,2,0.88,1,1
21,0.3939,1,0,2,0.87,1,0
22,0.303,1,0,2,0.93,1,1
